Layers,Units,Epochs,Batch Size,Activation,Optimizer,Loss,Predictions,MAPE
3,64,30,16,relu,rmsprop,<__main__.QuantileLoss object at 0x7fc065822790>,"[197.44884, 200.54564, 265.17252, 400.15088, 485.5892, 703.02997, 1073.5432, 1674.3408]",3.7297183680167687
3,64,30,16,tanh,adam,mse,"[144.08897, 119.34257, 125.62164, 134.70975, 148.44156, 149.09691, 144.98679, 135.0386]",0.18991351685745242
3,64,30,16,tanh,adam,huber_loss,"[144.79103, 124.520294, 135.55835, 157.71028, 151.36981, 152.99847, 160.31227, 159.36426]",0.24736721614721646
3,64,30,16,tanh,adam,<__main__.QuantileLoss object at 0x7fc1158618e0>,"[95.04966, 83.27482, 76.889984, 84.205696, 87.12119, 88.223206, 87.52839, 86.87715]",0.4228568196880883
3,64,30,16,tanh,adam,<__main__.QuantileLoss object at 0x7fc065822790>,"[161.15578, 161.0888, 161.07744, 161.41264, 161.41235, 161.41232, 161.41374, 161.41374]",0.23512396742856467
3,64,30,16,tanh,rmsprop,mse,"[114.32503, 114.24663, 114.30691, 114.40395, 114.40324, 114.40539, 114.407364, 114.40738]",0.2343106866744448
3,64,30,16,tanh,rmsprop,huber_loss,"[113.68323, 113.67334, 113.67922, 113.68522, 113.68522, 113.68523, 113.68523, 113.68523]",0.23891960414208235
3,64,30,16,tanh,rmsprop,<__main__.QuantileLoss object at 0x7fc1158618e0>,"[76.97974, 76.98045, 76.98103, 76.98192, 76.98192, 76.98192, 76.98192, 76.98192]",0.4846278804832559
3,64,30,16,tanh,rmsprop,<__main__.QuantileLoss object at 0x7fc065822790>,"[164.79645, 163.68869, 165.2939, 168.60863, 168.59601, 168.72324, 168.87595, 168.8779]",0.2682140293766201
3,64,30,32,relu,adam,mse,"[183.43304, 203.7736, 559.2955, 1623.0316, 5500.8003, 31977.164, 166843.22, 844924.0]",1102.4057366380405
3,64,30,32,relu,adam,huber_loss,"[146.34639, 96.423965, 94.17791, 202.34729, 58.074043, 42.504276, 230.14099, 39.32725]",0.5455588645800367
3,64,30,32,relu,adam,<__main__.QuantileLoss object at 0x7fc1158618e0>,"[92.351715, 75.45829, 71.96046, 79.231476, 93.440254, 95.31984, 83.66857, 71.67465]",0.4451954513089432
3,64,30,32,relu,adam,<__main__.QuantileLoss object at 0x7fc065822790>,"[199.27296, 212.67162, 286.60187, 498.25296, 663.1985, 1289.3643, 3245.6614, 8068.6455]",13.442343311146683
3,64,30,32,relu,rmsprop,mse,"[132.18889, 127.85076, 132.36784, 147.53377, 148.64633, 158.1813, 172.46593, 181.24869]",0.2805945039557104
3,64,30,32,relu,rmsprop,huber_loss,"[113.665955, 113.66118, 113.66178, 113.665695, 113.665695, 113.665695, 113.665695, 113.665695]",0.23904192770954347
3,64,30,32,relu,rmsprop,<__main__.QuantileLoss object at 0x7fc1158618e0>,"[77.014565, 77.01415, 77.013824, 77.01331, 77.01331, 77.01331, 77.01331, 77.01331]",0.4844132279513285
3,64,30,32,relu,rmsprop,<__main__.QuantileLoss object at 0x7fc065822790>,"[182.68866, 183.65887, 229.6238, 340.2344, 405.31546, 583.18274, 893.97705, 1366.672]",2.9646122844206197
