Layers,Units,Epochs,Batch Size,Activation,Optimizer,Loss,Predictions,MAPE
5,64,30,16,tanh,rmsprop,mse,"[113.67586, 113.64884, 113.65175, 113.671, 113.67093, 113.67096, 113.671005, 113.671005]",0.23902702531214998
5,64,30,16,tanh,rmsprop,huber_loss,"[113.25552, 113.244545, 113.24567, 113.25306, 113.25305, 113.25306, 113.25306, 113.25306]",0.2418084687158959
5,64,30,32,relu,adam,mse,"[93.89623, 93.7082, 93.610214, 93.43375, 93.43022, 93.42781, 93.42521, 93.42514]",0.3739437908246285
5,64,30,32,relu,adam,huber_loss,"[72.72942, 72.698616, 72.66663, 72.59774, 72.59764, 72.59752, 72.597374, 72.597374]",0.5137868849717194
5,64,30,32,relu,rmsprop,mse,"[85.021614, 85.017136, 85.01299, 85.00499, 85.00499, 85.00499, 85.004974, 85.004974]",0.4308894421236129
5,64,30,32,relu,rmsprop,huber_loss,"[85.47458, 85.47215, 85.470085, 85.46611, 85.46611, 85.4661, 85.4661, 85.4661]",0.4278138751865595
5,64,30,32,tanh,adam,mse,"[109.88379, 109.522606, 109.505066, 109.628426, 109.61704, 109.617966, 109.621765, 109.62142]",0.26611924442145546
5,64,30,32,tanh,adam,huber_loss,"[111.07207, 110.70309, 110.69843, 110.86469, 110.85298, 110.85484, 110.86017, 110.85982]",0.2579329667435287
5,64,30,32,tanh,rmsprop,mse,"[113.67373, 113.64947, 113.651886, 113.66911, 113.66907, 113.66908, 113.66913, 113.66913]",0.23903655034924343
5,64,30,32,tanh,rmsprop,huber_loss,"[113.251205, 113.24986, 113.24978, 113.25067, 113.25066, 113.25066, 113.25066, 113.25067]",0.24181557642796425
5,64,50,16,relu,adam,mse,"[112.001114, 111.665794, 111.67692, 111.85673, 111.84729, 111.84978, 111.85507, 111.854836]",0.25134558957036934
5,64,50,16,relu,adam,huber_loss,"[114.12139, 113.80518, 113.832756, 114.066795, 114.05853, 114.06181, 114.06848, 114.06829]",0.2366752787387696
5,64,50,16,relu,rmsprop,mse,"[113.652794, 113.63444, 113.63597, 113.64865, 113.64862, 113.64863, 113.64866, 113.64866]",0.2391668147920557
5,64,50,16,relu,rmsprop,huber_loss,"[108.527664, 108.52301, 108.52259, 108.52367, 108.52367, 108.52367, 108.52367, 108.52367]",0.2734598393808058
5,64,50,16,tanh,adam,mse,"[119.04403, 118.63699, 118.74379, 119.244675, 119.23212, 119.24331, 119.26243, 119.26216]",0.2114954853923931
5,64,50,16,tanh,adam,huber_loss,"[118.761665, 118.38106, 118.4809, 118.9395, 118.928604, 118.938354, 118.95468, 118.954475]",0.21279801004416957
5,64,50,16,tanh,rmsprop,mse,"[113.73386, 113.690895, 113.695366, 113.72617, 113.72603, 113.7261, 113.72621, 113.72621]",0.23867334042598828
5,64,50,16,tanh,rmsprop,huber_loss,"[113.589615, 113.591606, 113.59166, 113.59033, 113.59033, 113.59033, 113.59033, 113.59033]",0.2395393386832516
5,64,50,32,relu,adam,mse,"[114.89113, 114.32532, 114.39551, 114.853935, 114.82792, 114.84071, 114.864235, 114.86324]",0.23176596588083792
5,64,50,32,relu,adam,huber_loss,"[115.59666, 115.11566, 115.184494, 115.60757, 115.5889, 115.599014, 115.61762, 115.61703]",0.2277207541342698
5,64,50,32,relu,rmsprop,mse,"[110.708046, 110.69423, 110.69412, 110.70005, 110.70004, 110.70004, 110.70005, 110.70005]",0.2588943082300304
5,64,50,32,relu,rmsprop,huber_loss,"[111.396576, 111.38442, 111.38461, 111.39061, 111.3906, 111.3906, 111.39061, 111.39061]",0.25427259118735396
5,64,50,32,tanh,adam,mse,"[119.10962, 118.652756, 118.77593, 119.341095, 119.32539, 119.33978, 119.364, 119.36365]",0.21118101865221303
5,64,50,32,tanh,adam,huber_loss,"[118.70167, 118.34547, 118.438446, 118.86563, 118.856064, 118.86459, 118.87885, 118.878685]",0.21307442627941678
5,64,50,32,tanh,rmsprop,mse,"[113.70739, 113.67262, 113.67632, 113.70118, 113.70109, 113.70113, 113.70121, 113.70121]",0.2388325826170115
5,64,50,32,tanh,rmsprop,huber_loss,"[113.60928, 113.60462, 113.60506, 113.60833, 113.60833, 113.60833, 113.60833, 113.60833]",0.23942459234041708
7,32,30,16,relu,adam,mse,"[70.15971, 70.15969, 70.15967, 70.1596, 70.1596, 70.1596, 70.1596, 70.1596]",0.5302986100963496
7,32,30,16,relu,adam,huber_loss,"[73.35675, 73.35657, 73.356384, 73.35591, 73.35591, 73.35591, 73.35591, 73.35591]",0.5088990216035463
7,32,30,16,relu,rmsprop,mse,"[79.48649, 79.48645, 79.48641, 79.48629, 79.48629, 79.48629, 79.48629, 79.48629]",0.4678585859220566
7,32,30,16,relu,rmsprop,huber_loss,"[75.326935, 75.326935, 75.326935, 75.32692, 75.32692, 75.32692, 75.32692, 75.32692]",0.4957048195502419
7,32,30,16,tanh,adam,mse,"[127.70301, 127.636475, 127.66357, 127.8026, 127.80226, 127.80269, 127.80358, 127.80358]",0.17215287086342224
7,32,30,16,tanh,adam,huber_loss,"[126.37889, 126.34299, 126.35549, 126.424934, 126.42483, 126.42494, 126.42518, 126.42518]",0.17824878878423972
7,32,30,16,tanh,rmsprop,mse,"[112.52402, 112.522835, 112.52283, 112.523544, 112.523544, 112.523544, 112.523544, 112.523544]",0.24668334623946617
7,32,30,16,tanh,rmsprop,huber_loss,"[103.91491, 103.915054, 103.91508, 103.91511, 103.91511, 103.91511, 103.91511, 103.91511]",0.3043141433939519
7,32,30,32,relu,adam,mse,"[76.17052, 76.168465, 76.1666, 76.16189, 76.16189, 76.16189, 76.16189, 76.16189]",0.4901023967444744
7,32,30,32,relu,adam,huber_loss,"[69.61145, 69.611305, 69.611145, 69.61075, 69.61075, 69.61075, 69.61075, 69.61075]",0.5339721598975287
7,32,30,32,relu,rmsprop,mse,"[83.72005, 83.720085, 83.72011, 83.72015, 83.72015, 83.72015, 83.72015, 83.72015]",0.43951435274632134
7,32,30,32,relu,rmsprop,huber_loss,"[84.1405, 84.140465, 84.14045, 84.14039, 84.14039, 84.14039, 84.14039, 84.14039]",0.43670069080763163
7,32,30,32,tanh,adam,mse,"[123.10241, 123.032555, 123.05133, 123.16373, 123.163345, 123.16367, 123.16441, 123.16441]",0.193073323130657
7,32,30,32,tanh,adam,huber_loss,"[125.989296, 125.92584, 125.9477, 126.068085, 126.06778, 126.06811, 126.068825, 126.068825]",0.17995806504776632
7,32,30,32,tanh,rmsprop,mse,"[112.661606, 112.66177, 112.66178, 112.66168, 112.66168, 112.66168, 112.66168, 112.66168]",0.24575772993596948
7,32,30,32,tanh,rmsprop,huber_loss,"[110.61369, 110.61389, 110.6139, 110.613815, 110.613815, 110.613815, 110.613815, 110.613815]",0.2594677383221319
7,32,50,16,relu,adam,mse,"[97.69398, 97.677864, 97.671715, 97.66077, 97.66074, 97.660736, 97.66071, 97.66071]",0.34614783985961306
7,32,50,16,relu,adam,huber_loss,"[94.528824, 94.52833, 94.52806, 94.527534, 94.527534, 94.527534, 94.527534, 94.527534]",0.3671598453934906
7,32,50,16,relu,rmsprop,mse,"[103.587326, 103.58717, 103.58714, 103.58711, 103.58711, 103.58711, 103.58711, 103.58711]",0.3065096464751157
7,32,50,16,relu,rmsprop,huber_loss,"[108.079735, 108.07972, 108.07972, 108.07972, 108.07972, 108.07972, 108.07972, 108.07972]",0.27643292109141926
7,32,50,16,tanh,adam,mse,"[109.113945, 109.08755, 109.08504, 109.09257, 109.09251, 109.09251, 109.09253, 109.09253]",0.269649356445149
7,32,50,16,tanh,adam,huber_loss,"[107.97366, 107.958786, 107.95692, 107.959656, 107.95963, 107.95963, 107.95964, 107.95964]",0.27723164101196995
7,32,50,16,tanh,rmsprop,mse,"[113.59732, 113.59636, 113.59638, 113.59705, 113.59705, 113.59705, 113.59705, 113.59705]",0.23949653758932243
7,32,50,16,tanh,rmsprop,huber_loss,"[113.58727, 113.589386, 113.5893, 113.58784, 113.58784, 113.58784, 113.58784, 113.58784]",0.23955565873277312
7,32,50,32,relu,adam,mse,"[117.93483, 117.89479, 117.900154, 117.944115, 117.94399, 117.94405, 117.94422, 117.94422]",0.21655151177056325
7,32,50,32,relu,adam,huber_loss,"[104.61052, 104.60272, 104.60108, 104.600235, 104.60023, 104.60023, 104.60023, 104.60023]",0.2997193221177491
7,32,50,32,relu,rmsprop,mse,"[103.58899, 103.58862, 103.588524, 103.588455, 103.588455, 103.588455, 103.588455, 103.588455]",0.30650037929370344
7,32,50,32,relu,rmsprop,huber_loss,"[85.92898, 85.929016, 85.92904, 85.929085, 85.929085, 85.929085, 85.929085, 85.929085]",0.4247261046092764
7,32,50,32,tanh,adam,mse,"[108.22884, 108.21644, 108.214966, 108.21752, 108.21751, 108.21751, 108.21751, 108.21751]",0.27550676761258786
7,32,50,32,tanh,adam,huber_loss,"[108.18363, 108.17363, 108.17243, 108.17445, 108.17444, 108.17444, 108.17445, 108.17445]",0.2757956893868441
7,32,50,32,tanh,rmsprop,mse,"[113.588326, 113.59029, 113.59023, 113.58886, 113.58886, 113.58886, 113.58886, 113.58886]",0.23954894912905447
7,32,50,32,tanh,rmsprop,huber_loss,"[113.58819, 113.588326, 113.588326, 113.588234, 113.588234, 113.588234, 113.588234, 113.588234]",0.2395546820861999
7,50,30,16,relu,adam,mse,"[76.14002, 76.138824, 76.137726, 76.134796, 76.134796, 76.134796, 76.134796, 76.134796]",0.4902886394802524
7,50,30,16,relu,adam,huber_loss,"[79.3853, 79.3846, 79.384, 79.382454, 79.382454, 79.382454, 79.382454, 79.382454]",0.46854993342752077
7,50,30,16,relu,rmsprop,mse,"[92.87012, 92.869865, 92.86974, 92.86945, 92.86945, 92.86945, 92.86945, 92.86945]",0.37826106242726276
7,50,30,16,relu,rmsprop,huber_loss,"[81.81082, 81.81083, 81.81084, 81.81084, 81.81084, 81.81084, 81.81084, 81.81084]",0.45229663581048585
7,50,30,16,tanh,adam,mse,"[118.711716, 118.6551, 118.66356, 118.73022, 118.72995, 118.730095, 118.73044, 118.73044]",0.21303433685770284
7,50,30,16,tanh,adam,huber_loss,"[119.20684, 119.179375, 119.18411, 119.21785, 119.21778, 119.21783, 119.21791, 119.21791]",0.21077606911935046
7,50,30,16,tanh,rmsprop,mse,"[113.5815, 113.58183, 113.58184, 113.58162, 113.58162, 113.58162, 113.58162, 113.58162]",0.23959883438667304
7,50,30,16,tanh,rmsprop,huber_loss,"[112.72523, 112.725334, 112.72533, 112.725266, 112.725266, 112.725266, 112.725266, 112.725266]",0.24533207454490508
7,50,30,32,relu,adam,mse,"[74.01087, 74.010796, 74.01072, 74.01052, 74.01052, 74.01052, 74.01052, 74.01052]",0.5045172929742492
7,50,30,32,relu,adam,huber_loss,"[82.38161, 82.380875, 82.38033, 82.37898, 82.37898, 82.37898, 82.37898, 82.37898]",0.44848934571888144
7,50,30,32,relu,rmsprop,mse,"[78.34485, 78.34485, 78.34484, 78.3448, 78.3448, 78.3448, 78.3448, 78.3448]",0.4755007812899176
7,50,30,32,relu,rmsprop,huber_loss,"[86.63269, 86.63268, 86.63268, 86.632675, 86.632675, 86.632675, 86.632675, 86.632675]",0.42001558406183304
7,50,30,32,tanh,adam,mse,"[119.56446, 119.5216, 119.52935, 119.58347, 119.58333, 119.58342, 119.58363, 119.58363]",0.20915694985060526
7,50,30,32,tanh,adam,huber_loss,"[121.03739, 121.00714, 121.01378, 121.05634, 121.05627, 121.05633, 121.05644, 121.05644]",0.20247753341260005
7,50,30,32,tanh,rmsprop,mse,"[113.534325, 113.53319, 113.533226, 113.53401, 113.53401, 113.53401, 113.53401, 113.53401]",0.23991873158001664
7,50,30,32,tanh,rmsprop,huber_loss,"[112.77398, 112.773445, 112.77345, 112.77379, 112.77379, 112.77379, 112.77379, 112.77379]",0.24500766151927014
7,50,50,16,relu,adam,mse,"[124.38016, 124.358665, 124.36576, 124.403366, 124.40333, 124.403366, 124.40344, 124.40344]",0.18733309352083566
7,50,50,16,relu,adam,huber_loss,"[121.58721, 121.580345, 121.582054, 121.59214, 121.59214, 121.59214, 121.59215, 121.59215]",0.1999977778313918
7,50,50,16,relu,rmsprop,mse,"[112.910645, 112.910645, 112.91064, 112.910645, 112.910645, 112.910645, 112.910645, 112.910645]",0.24409108173964794
7,50,50,16,relu,rmsprop,huber_loss,"[110.633194, 110.63303, 110.63302, 110.633095, 110.633095, 110.633095, 110.633095, 110.633095]",0.2593387513105446
7,50,50,16,tanh,adam,mse,"[115.591965, 115.57605, 115.577354, 115.59139, 115.59138, 115.59138, 115.5914, 115.5914]",0.2271442812604429
7,50,50,16,tanh,adam,huber_loss,"[113.92651, 113.91914, 113.91938, 113.924736, 113.92473, 113.92473, 113.924736, 113.924736]",0.23730860325954406
7,50,50,16,tanh,rmsprop,mse,"[113.59513, 113.594864, 113.59487, 113.59505, 113.59505, 113.59505, 113.59505, 113.59505]",0.23950937459552232
7,50,50,16,tanh,rmsprop,huber_loss,"[113.59633, 113.59568, 113.5957, 113.596146, 113.596146, 113.596146, 113.596146, 113.596146]",0.2395023460764505
7,50,50,32,relu,adam,mse,"[123.83387, 123.80078, 123.811005, 123.867035, 123.86694, 123.867035, 123.86721, 123.86721]",0.18979233421620384
7,50,50,32,relu,adam,huber_loss,"[125.17448, 125.092896, 125.12314, 125.27353, 125.27303, 125.273636, 125.27481, 125.27481]",0.18361116144830936
7,50,50,32,relu,rmsprop,mse,"[111.98762, 111.987434, 111.987434, 111.987526, 111.987526, 111.987526, 111.987526, 111.987526]",0.25027120628605315
7,50,50,32,relu,rmsprop,huber_loss,"[109.67259, 109.67256, 109.672554, 109.67256, 109.67256, 109.67256, 109.67256, 109.67256]",0.2657692321238676
7,50,50,32,tanh,adam,mse,"[114.408165, 114.398224, 114.39866, 114.4063, 114.40629, 114.40629, 114.4063, 114.4063]",0.2340879008809228
7,50,50,32,tanh,adam,huber_loss,"[113.820145, 113.8074, 113.80775, 113.81685, 113.81684, 113.81684, 113.81685, 113.81685]",0.23803530762907193
7,50,50,32,tanh,rmsprop,mse,"[113.59278, 113.593315, 113.5933, 113.59292, 113.59292, 113.59292, 113.59292, 113.59292]",0.23952295890850386
7,50,50,32,tanh,rmsprop,huber_loss,"[113.59573, 113.59528, 113.595314, 113.59561, 113.59562, 113.59561, 113.59561, 113.59561]",0.23950575406259594
7,64,30,16,relu,adam,mse,"[85.15807, 85.15568, 85.15407, 85.1501, 85.1501, 85.1501, 85.1501, 85.1501]",0.4299301083534259
7,64,30,16,relu,adam,huber_loss,"[82.13818, 82.13746, 82.13689, 82.13545, 82.13545, 82.13545, 82.13545, 82.13545]",0.45011952435983094
7,64,30,16,relu,rmsprop,mse,"[92.939255, 92.93919, 92.93917, 92.9391, 92.9391, 92.9391, 92.9391, 92.9391]",0.3777954355379891
7,64,30,16,relu,rmsprop,huber_loss,"[91.92698, 91.92695, 91.926926, 91.92689, 91.92689, 91.92689, 91.92689, 91.92689]",0.38457203703916465
7,64,30,16,tanh,adam,mse,"[109.032104, 109.01771, 109.01629, 109.02029, 109.02026, 109.02027, 109.02027, 109.02027]",0.2701342219833188
7,64,30,16,tanh,adam,huber_loss,"[110.50558, 110.495445, 110.49483, 110.499, 110.49899, 110.49899, 110.49899, 110.49899]",0.26023822012683706
7,64,30,16,tanh,rmsprop,mse,"[113.5914, 113.591324, 113.591324, 113.591385, 113.591385, 113.591385, 113.591385, 113.591385]",0.2395337644217188
7,64,30,16,tanh,rmsprop,huber_loss,"[113.39073, 113.39088, 113.39088, 113.39077, 113.39077, 113.39077, 113.39077, 113.39077]",0.24087662986683755
7,64,30,32,relu,adam,mse,"[93.80239, 93.79431, 93.790535, 93.782486, 93.78248, 93.78248, 93.78247, 93.78247]",0.3721247972402252
7,64,30,32,relu,adam,huber_loss,"[93.45254, 93.44837, 93.446335, 93.44202, 93.44202, 93.44202, 93.44202, 93.44202]",0.3744156011898726
7,64,30,32,relu,rmsprop,mse,"[82.31783, 82.317764, 82.31771, 82.31753, 82.31753, 82.31753, 82.31753, 82.31753]",0.4489039945649881
7,64,30,32,relu,rmsprop,huber_loss,"[95.415695, 95.415665, 95.41566, 95.41562, 95.41562, 95.41562, 95.41562, 95.41562]",0.3612158613532106
7,64,30,32,tanh,adam,mse,"[110.19199, 110.17949, 110.17862, 110.1834, 110.18339, 110.18339, 110.183395, 110.183395]",0.26235065137710856
7,64,30,32,tanh,adam,huber_loss,"[110.92806, 110.91398, 110.91329, 110.91961, 110.91959, 110.9196, 110.91961, 110.91961]",0.25742423711135975
7,64,30,32,tanh,rmsprop,mse,"[113.59452, 113.59412, 113.59413, 113.59441, 113.59441, 113.59441, 113.59441, 113.59441]",0.23951375469365294
7,64,30,32,tanh,rmsprop,huber_loss,"[113.476814, 113.47649, 113.4765, 113.47673, 113.47673, 113.47673, 113.47672, 113.47672]",0.24030156996564905
7,64,50,16,relu,adam,mse,"[115.47751, 115.4549, 115.456635, 115.47625, 115.476204, 115.47623, 115.476265, 115.476265]",0.22767280379419658
7,64,50,16,relu,adam,huber_loss,"[123.19407, 123.189224, 123.19066, 123.19855, 123.19854, 123.19855, 123.19855, 123.19855]",0.1927277503091043
7,64,50,16,relu,rmsprop,mse,"[113.04662, 113.04654, 113.04654, 113.0466, 113.0466, 113.0466, 113.0466, 113.0466]",0.24318095860405214
7,64,50,16,relu,rmsprop,huber_loss,"[110.908104, 110.90797, 110.90796, 110.90803, 110.90803, 110.90803, 110.90803, 110.90803]",0.2574981514879671
7,64,50,16,tanh,adam,mse,"[117.468544, 117.45535, 117.45705, 117.47103, 117.471016, 117.47102, 117.47104, 117.47104]",0.21864361696414383
7,64,50,16,tanh,adam,huber_loss,"[117.22069, 117.21109, 117.21223, 117.22216, 117.22215, 117.22215, 117.22216, 117.22216]",0.2197628227803226
7,64,50,16,tanh,rmsprop,mse,"[113.59165, 113.592545, 113.5925, 113.59188, 113.59188, 113.59188, 113.59188, 113.59188]",0.23952960402513518
7,64,50,16,tanh,rmsprop,huber_loss,"[113.595825, 113.59534, 113.59535, 113.595695, 113.59569, 113.59569, 113.59569, 113.59569]",0.23950527494694407
7,64,50,32,relu,adam,mse,"[125.88681, 125.83919, 125.85666, 125.94742, 125.94724, 125.94746, 125.94787, 125.94787]",0.180449895488478
7,64,50,32,relu,adam,huber_loss,"[112.06488, 112.051994, 112.051865, 112.059006, 112.05898, 112.05898, 112.059, 112.059]",0.24979924115084196
7,64,50,32,relu,rmsprop,mse,"[113.49553, 113.495384, 113.495384, 113.49548, 113.49548, 113.49548, 113.49548, 113.49548]",0.24017583749201177
7,64,50,32,relu,rmsprop,huber_loss,"[112.2527, 112.252525, 112.25252, 112.252625, 112.252625, 112.252625, 112.252625, 112.252625]",0.2484964593593364
7,64,50,32,tanh,adam,mse,"[117.45442, 117.43678, 117.438934, 117.4576, 117.457565, 117.45758, 117.45762, 117.45762]",0.21871156113728507
7,64,50,32,tanh,adam,huber_loss,"[117.29223, 117.27816, 117.27997, 117.29467, 117.294655, 117.29466, 117.29468, 117.29468]",0.2194424372678404
7,64,50,32,tanh,rmsprop,mse,"[113.59623, 113.59559, 113.59561, 113.596054, 113.596054, 113.596054, 113.596054, 113.596054]",0.23950296301304297
7,64,50,32,tanh,rmsprop,huber_loss,"[113.59409, 113.59419, 113.594185, 113.59412, 113.59412, 113.59412, 113.59412, 113.59412]",0.23951531481762428
3,32,30,16,relu,adam,mse,"[83.53156, 83.243126, 82.38032, 81.68701, 80.84117, 80.791275, 80.72803, 80.67981]",0.4540893343801705
3,32,30,16,relu,adam,huber_loss,"[80.93583, 80.728874, 80.16731, 79.68631, 79.10126, 79.079315, 79.05211, 79.0309]",0.4671445748178426
3,32,30,16,relu,rmsprop,mse,"[99.27761, 98.995056, 98.11119, 97.69762, 97.27731, 97.20862, 97.12869, 97.08449]",0.3458443024785675
3,32,30,16,relu,rmsprop,huber_loss,"[91.89761, 91.74085, 91.26132, 90.93948, 90.56969, 90.5511, 90.52828, 90.512634]",0.39138891176227225
3,32,30,16,tanh,adam,mse,"[139.96198, 140.33733, 140.31393, 144.73015, 152.31381, 152.93573, 154.15286, 156.266]",0.2142058633946548
3,32,30,16,tanh,adam,huber_loss,"[137.9616, 138.28651, 138.20883, 142.00232, 148.46123, 148.96579, 149.92975, 151.58482]",0.19931689491160492
3,32,30,16,tanh,rmsprop,mse,"[121.83832, 121.75913, 120.96305, 122.13681, 124.22944, 124.25064, 124.36277, 124.71188]",0.19545288271789968
3,32,30,16,tanh,rmsprop,huber_loss,"[118.6719, 118.58809, 118.13119, 118.6234, 119.48661, 119.48422, 119.50401, 119.5807]",0.2123026121044178
3,32,30,32,relu,adam,mse,"[84.15719, 83.87684, 83.01217, 82.307785, 81.42986, 81.37769, 81.30981, 81.256836]",0.4500593102887149
3,32,30,32,relu,adam,huber_loss,"[75.6903, 75.5141, 75.0184, 74.5527, 73.97414, 73.95803, 73.937386, 73.92048]",0.5015872313040025
3,32,30,32,relu,rmsprop,mse,"[84.50027, 84.29749, 83.74403, 83.29575, 82.7641, 82.7413, 82.71347, 82.692505]",0.4428522718715665
3,32,30,32,relu,rmsprop,huber_loss,"[80.592224, 80.463875, 80.10651, 79.78539, 79.40151, 79.39171, 79.379456, 79.369804]",0.46624570295039086
3,32,30,32,tanh,adam,mse,"[136.78, 137.00279, 136.75688, 139.9155, 145.42247, 145.74846, 146.41685, 147.64827]",0.18652522310563777
3,32,30,32,tanh,adam,huber_loss,"[136.70204, 136.95422, 136.75519, 140.02725, 145.63985, 146.00323, 146.72171, 148.00693]",0.18781957266891036
3,32,30,32,tanh,rmsprop,mse,"[122.303856, 122.22685, 121.37207, 122.67329, 125.004944, 125.031944, 125.1666, 125.58373]",0.1928573086721958
3,32,30,32,tanh,rmsprop,huber_loss,"[119.30601, 119.22532, 118.62473, 119.19824, 120.294044, 120.284424, 120.30065, 120.408554]",0.20930728587032654
3,32,50,16,relu,adam,mse,"[133.38887, 133.6754, 133.43729, 137.39554, 144.21419, 144.9398, 146.33502, 148.72891]",0.18972619731889329
3,32,50,16,relu,adam,huber_loss,"[132.1727, 132.303, 132.02945, 134.21758, 137.95699, 138.15373, 138.5461, 139.24997]",0.16551870382286998
3,32,50,16,relu,rmsprop,mse,"[117.66612, 117.57012, 116.98692, 117.469666, 118.3835, 118.372025, 118.38332, 118.4727]",0.21725933881510942
3,32,50,16,relu,rmsprop,huber_loss,"[117.50156, 117.383766, 116.803116, 117.31571, 118.23508, 118.22407, 118.24094, 118.3367]",0.21800265254047463
3,32,50,16,tanh,adam,mse,"[119.027245, 118.86532, 117.82841, 118.82437, 120.68785, 120.65798, 120.71499, 121.04848]",0.21013097052412105
3,32,50,16,tanh,adam,huber_loss,"[117.15006, 116.95819, 115.875984, 116.661156, 118.17724, 118.123924, 118.136154, 118.39333]",0.21995604823603443
3,32,50,16,tanh,rmsprop,mse,"[120.92996, 120.84327, 120.12516, 121.05979, 122.74151, 122.74692, 122.81473, 123.05302]",0.20055402174572606
3,32,50,16,tanh,rmsprop,huber_loss,"[119.08808, 119.00769, 118.49539, 119.0139, 119.96627, 119.960495, 119.97766, 120.06409]",0.2103740659490696
3,32,50,32,relu,adam,mse,"[133.88602, 134.09634, 133.87906, 136.8327, 141.87196, 142.23407, 142.9421, 144.1756]",0.17560337985145963
3,32,50,32,relu,adam,huber_loss,"[101.865425, 101.62606, 100.79434, 100.49228, 100.22521, 100.167015, 100.09912, 100.068474]",0.3267770520921143
3,32,50,32,relu,rmsprop,mse,"[120.326004, 120.24952, 119.53178, 120.320366, 121.80696, 121.80169, 121.84015, 122.0257]",0.20390435921938058
3,32,50,32,relu,rmsprop,huber_loss,"[112.27065, 112.172455, 111.81765, 111.917175, 112.14936, 112.13917, 112.13274, 112.14286]",0.2495322328685059
3,32,50,32,tanh,adam,mse,"[116.75679, 116.5946, 115.63589, 116.25307, 117.50058, 117.45398, 117.44772, 117.62111]",0.2220225898095819
3,32,50,32,tanh,adam,huber_loss,"[117.3064, 117.137665, 116.00662, 116.76548, 118.31695, 118.25669, 118.249626, 118.50021]",0.2193145425840493
3,32,50,32,tanh,rmsprop,mse,"[121.70075, 121.61151, 120.83345, 121.96826, 123.9794, 123.99589, 124.099724, 124.42565]",0.1962758186245687
3,32,50,32,tanh,rmsprop,huber_loss,"[119.93019, 119.8408, 119.20452, 119.89415, 121.170654, 121.16361, 121.19376, 121.33753]",0.20605941298068786
3,50,30,16,relu,adam,mse,"[94.1711, 93.88987, 92.913795, 92.32366, 91.624435, 91.551674, 91.45776, 91.395164]",0.38250176161803495
3,50,30,16,relu,adam,huber_loss,"[81.23858, 81.01832, 80.28051, 79.65081, 78.84362, 78.8098, 78.76355, 78.72654]",0.4678042210335447
3,50,30,16,relu,rmsprop,mse,"[88.243225, 87.95801, 87.11509, 86.48518, 85.73337, 85.678955, 85.6112, 85.561295]",0.4217757083711884
3,50,30,16,relu,rmsprop,huber_loss,"[97.883705, 97.754486, 97.32509, 97.10543, 96.87817, 96.86197, 96.84276, 96.83178]",0.3498146535411075
3,50,30,16,tanh,adam,mse,"[122.69089, 122.6208, 121.66025, 123.047386, 125.63616, 125.65782, 125.79826, 126.28669]",0.19083434688159756
3,50,30,16,tanh,adam,huber_loss,"[119.17063, 118.99911, 117.76404, 118.919846, 121.12521, 121.082504, 121.150116, 121.6046]",0.20929157970296086
3,50,30,16,tanh,rmsprop,mse,"[121.51267, 121.42816, 120.66682, 121.754005, 123.6903, 123.70599, 123.80261, 124.10876]",0.19728465112392862
3,50,30,16,tanh,rmsprop,huber_loss,"[119.19706, 119.1142, 118.60458, 119.14056, 120.114586, 120.109795, 120.1297, 120.220085]",0.20980387936893208
3,50,30,32,relu,adam,mse,"[88.05206, 87.68483, 86.489006, 85.60176, 84.49697, 84.396835, 84.265144, 84.16596]",0.4283616854943195
3,50,30,32,relu,adam,huber_loss,"[88.52577, 88.318756, 87.65813, 87.17126, 86.57614, 86.5441, 86.5026, 86.47193]",0.4169966523060885
3,50,30,32,relu,rmsprop,mse,"[86.82131, 86.61432, 86.02357, 85.56436, 85.01865, 84.991745, 84.95882, 84.93441]",0.42767139914858465
3,50,30,32,relu,rmsprop,huber_loss,"[87.58951, 87.50801, 87.281204, 87.10891, 86.90918, 86.90513, 86.90024, 86.89673]",0.4169492449802223
3,50,30,32,tanh,adam,mse,"[120.353195, 120.23224, 119.28622, 120.37403, 122.385155, 122.37818, 122.46117, 122.813156]",0.20319652219318068
3,50,30,32,tanh,adam,huber_loss,"[117.401085, 117.21597, 115.986664, 116.81466, 118.50535, 118.43297, 118.423706, 118.71865]",0.21890217539506565
3,50,30,32,tanh,rmsprop,mse,"[121.988884, 121.90516, 121.164406, 122.42308, 124.57471, 124.61463, 124.76144, 125.14431]",0.19432033761131973
3,50,30,32,tanh,rmsprop,huber_loss,"[120.99021, 120.89733, 120.239296, 121.210754, 122.879776, 122.8955, 122.980545, 123.22494]",0.20004269506218128
3,50,50,16,relu,adam,mse,"[118.09738, 117.94527, 116.929054, 117.73097, 119.320305, 119.279106, 119.29753, 119.5505]",0.21512152211510044
3,50,50,16,relu,adam,huber_loss,"[118.09364, 117.94209, 116.81641, 117.70737, 119.46124, 119.41511, 119.43882, 119.75227]",0.2150403210493265
3,50,50,16,relu,rmsprop,mse,"[119.99979, 119.916595, 119.31041, 120.019516, 121.304375, 121.30348, 121.34155, 121.48991]",0.20556085066462057
3,50,50,16,relu,rmsprop,huber_loss,"[118.276375, 118.198074, 117.79677, 118.20617, 118.92588, 118.92274, 118.93576, 118.990654]",0.21433039667421175
3,50,50,16,tanh,adam,mse,"[126.36448, 126.36625, 125.6666, 127.55635, 130.83197, 130.9483, 131.24847, 131.92409]",0.1757188255853187
